ACO,ABC,CS,DIRECT,HS,PSO,Firefly
4.300260251,1.244403376,9.077471172,6.417385389,7.727514161,-35.69034476,-50.37004832
3.819428658,-12.76459962,9.129042351,6.417385389,7.541049044,-3.401295268,-56.64176195
8.211101452,-3.140166384,9.521339492,6.417385389,7.863917737,-66.35067614,-86.19043711
9.444926452,-4.817085005,9.55874016,6.417385389,8.105455257,-67.80441207,-28.40690727
7.636593547,-3.131161238,9.372809053,6.417385389,7.73149789,-39.76173974,-19.79217014
7.23431913,-4.535143823,9.449509211,6.417385389,8.494639836,-7.511275801,-36.74604838
7.944018637,-1.984385874,9.471122237,6.417385389,8.536782152,-41.02140093,-24.2343153
9.008017686,-2.187368099,7.769908412,6.417385389,7.267111987,-40.64337608,5.053086111
6.574063745,-1.928977284,9.558455581,6.417385389,1.619809838,0.977543185,-62.11514058
9.347656955,4.060369553,9.558739163,6.417385389,2.749696901,-46.28519949,-41.28459889
8.660098809,-4.702387387,9.55874016,6.417385389,5.046706498,-33.59738283,-49.7457496
8.932227543,-1.536490798,8.940124778,6.417385389,7.054862294,-27.69722958,-77.2746225
9.336401474,-0.492870278,9.535584243,6.417385389,7.825173268,-20.86371514,-117.0414404
7.386770115,-1.299599234,9.558739996,6.417385389,6.461178322,-22.53960329,-40.72365526
8.87744973,-1.959152908,9.238453691,6.417385389,8.335340014,-82.71118373,-108.6793635
8.897113735,-4.224508142,9.551677137,6.417385389,8.220342755,-4.083386378,-7.386158491
8.135170117,5.674124291,9.541512595,6.417385389,8.6417138,-9.16497033,-17.04429456
8.719193656,4.058356279,9.323316994,6.417385389,2.214556527,-26.34420344,-139.0289226
6.18569978,0.182411905,2.927896609,6.417385389,6.10029976,-30.33807197,-65.91380361
6.118199968,-10.05685437,7.804657706,6.417385389,5.644013998,-63.95820016,-36.17490589
8.937959891,-0.361343767,9.53490817,6.417385389,5.984926848,-47.10853288,-63.61251682
7.296640371,-11.43429783,6.406059273,6.417385389,6.902521506,-34.47293916,-34.014762
7.441634785,-5.359196849,9.535584243,6.417385389,6.363025127,-21.20346101,-49.13217986
4.20994151,5.402302027,9.476886748,6.417385389,8.699581781,-84.72055791,-11.48686551
9.267032124,-3.473547001,7.464505028,6.417385389,7.433253617,-21.66348637,-80.85418954
7.221642298,2.035385754,8.680818909,6.417385389,6.681868593,-65.23094022,-137.3948638
8.578518752,-7.111357301,7.210635117,6.417385389,5.961755972,-21.75243041,-23.35723639
9.198679473,3.099981243,8.443131918,6.417385389,7.030767452,-21.94132182,-49.25605434
9.531729441,3.391958534,9.558740159,6.417385389,8.914686344,-39.34618867,-101.0267802
8.506854086,-2.01374233,9.535341381,6.417385389,9.281722462,-28.49446719,-150.3375639
9.306878113,-5.662736489,9.538137305,6.417385389,6.47070751,-8.48540548,-48.31967469
8.166819018,-7.076087189,7.639530539,6.417385389,8.46122444,-24.38498444,-34.83934506
9.291414471,-3.468838199,8.579715885,6.417385389,8.580927568,-17.56855832,-70.15320254
7.569785581,-1.639134749,5.160497555,6.417385389,8.320126186,-36.51443742,-13.73510871
9.110955373,2.4441495,9.525205773,6.417385389,8.326696949,-22.17465906,-41.65187103
9.533443865,-7.264200456,7.198974172,6.417385389,8.225369927,-38.95155117,-65.24053171
7.061632813,5.891958523,7.940084937,6.417385389,7.036836788,-66.07770049,-48.71678297
9.146482669,5.847604288,9.55874016,6.417385389,7.72406045,-47.4778027,-135.0742425
9.257435391,-1.88192594,9.544990111,6.417385389,5.460766364,-1.269321454,-168.4103201
8.943629547,7.658454128,8.511622572,6.417385389,8.243997439,-65.09585842,-57.78389273
9.358727492,-3.917615703,9.55874016,6.417385389,8.535675679,-38.45942907,-36.81174804
9.158063602,8.107198029,8.931228664,6.417385389,5.930392131,-36.81018497,-31.33255415
3.247207794,-13.75721406,9.542813523,6.417385389,9.526548483,-21.66589806,-25.71389438
9.259184931,5.895163193,8.303383367,6.417385389,6.677011486,-28.90449482,-25.78123271
5.973334714,-3.715200636,4.319240583,6.417385389,8.649847691,-85.80194657,-22.65974475
5.576376367,-2.16039816,9.360439313,6.417385389,9.549056899,-66.58706974,-52.2968276
9.397410805,5.459057094,9.532544886,6.417385389,9.360570008,-88.92283878,-113.5108473
7.893528435,-7.089988092,7.37676055,6.417385389,6.552426888,7.032734676,-107.1666658
7.758683132,4.846357945,9.542031014,6.417385389,8.820976209,-12.59768566,-28.07143703
9.290835207,-0.003518593,9.038171704,6.417385389,8.40105833,-82.88857065,-75.35559192
8.441915589,-0.887778194,9.550067505,6.417385389,8.735352551,-53.87284035,-24.74720608
8.812129278,-0.145797035,9.547518167,6.417385389,8.27223015,-53.47128336,-28.35203248
9.119090047,7.237480021,6.959511888,6.417385389,9.278639397,-72.62896926,-25.7240617
9.537008684,2.492470079,9.558739623,6.417385389,7.350157933,-27.11718267,-50.27251731
8.71068583,4.918503088,4.448319087,6.417385389,8.510031632,-5.353148377,0.575842534
8.352562701,-2.268795263,5.230284402,6.417385389,8.577911013,-93.15737956,-99.05461076
8.791230906,-5.255288622,8.930262999,6.417385389,5.730427656,-41.14736337,-17.60915939
8.778049134,4.009514972,7.464443953,6.417385389,7.655957682,-13.24940872,0.088263675
7.564236504,-1.828333525,6.708891204,6.417385389,7.844499571,-20.04150829,-168.2949393
8.799202691,-10.62746512,8.51162259,6.417385389,9.493628714,-41.11102647,-28.61313912
7.797505896,7.165514727,4.323152388,6.417385389,8.159441071,-18.00203326,-40.94514971
8.234207098,-5.2635715,7.402166616,6.417385389,7.488474369,-89.05033845,-77.7791323
7.267654228,-1.76614307,7.754372664,6.417385389,7.09272234,-34.79002977,-53.3585959
9.160459121,-9.707272062,9.55874016,6.417385389,7.202006551,-120.5599389,-112.702493
8.942541977,-4.074494708,7.840232235,6.417385389,6.930167006,-9.415133367,-27.23602171
9.528180095,-2.432551963,7.250822527,6.417385389,6.197149676,-60.62140329,-78.63732396
8.382422384,6.808289262,5.081812038,6.417385389,7.557109358,-50.30216905,-27.14725365
3.14657883,-3.941221372,8.494553621,6.417385389,8.129412573,-109.3042086,-16.14184597
7.435996725,0.281459643,9.55211494,6.417385389,7.474320487,-73.40623402,-161.9606669
9.138586163,8.57160912,9.215441994,6.417385389,8.738307775,-65.3150967,-67.88890988
6.038919751,-7.132544561,9.558737984,6.417385389,7.15842083,-52.29538406,-53.34928629
